"Sample_ID","Year","AEZ","State","Lat","Long","B1","B2","G1","G2","afl_max","afl_mean","afl_median","n_samples","other_coordinates_in_grid","other_aflatoxins_in_grid","Location_Type","Source"
"BR1229M",2012,"SS","Borno",12.042,13.9173,0,0,0,0,0,0,0,3,"BR1231M: 12.042, 13.917; BR1235M: 12.042, 13.917","BR1231M: B1=0,B2=0,G1=0,G2=0; BR1235M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KN1053M",2012,"SS","Kano",12.0315,8.5213,0,0,0,0,9.05,2.32333333333333,0,6,"KN1054M: 12.031, 8.521; KN1055M: 12.031, 8.521; KN1056M: 11.997, 8.583; KN1057M: 11.997, 8.583; KN1058M: 11.997, 8.583","KN1054M: B1=0,B2=0,G1=0,G2=0; KN1055M: B1=0,B2=0,G1=0,G2=0; KN1056M: B1=7.42,B2=1.63,G1=0,G2=0; KN1057M: B1=3.09,B2=1.8,G1=0,G2=0; KN1058M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"BA1109M",2012,"SS","Bauchi",12.1359,10.538,0,0,0,0,4.93,1.64333333333333,0,3,"BA1113M: 12.136, 10.538; BA1138M: 12.136, 10.538","BA1113M: B1=0,B2=0,G1=0,G2=0; BA1138M: B1=1.11,B2=3.82,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KN1050M",2012,"SS","Kano",12.115,8.3256,3.39,1.46,7.6,10.03,22.48,7.49333333333333,0,3,"KN1051M: 12.115, 8.326; KN1052M: 12.115, 8.326","KN1051M: B1=0,B2=0,G1=0,G2=0; KN1052M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KB898M",2012,"SS","Kebbi",12.2258,4.3822,0,0,0,0,28.05,17.3566666666667,24.02,3,"KB904M: 12.226, 4.382; KB907M: 12.226, 4.382","KB904M: B1=11.13,B2=16.92,G1=0,G2=0; KB907M: B1=8.56,B2=4,G1=3.37,G2=8.09","","NAFDAC Market Survey Sample 2012"
"BA1123M",2012,"SS","Bauchi",12.2857,10.3484,2.26,5.3,1.48,0.94,13.33,7.77,9.98,3,"BA1124M: 12.286, 10.348; BA1130M: 12.286, 10.348","BA1124M: B1=0,B2=0,G1=0,G2=0; BA1130M: B1=7.96,B2=5.37,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"BR1205M",2012,"SH","Borno",12.3641,13.8277,2.46,4.32,69.98,6.71,83.47,34.0866666666667,13.4,3,"BR1221M: 12.364, 13.828; BR1223M: 12.364, 13.828","BR1221M: B1=4.79,B2=2.11,G1=2.46,G2=4.04; BR1223M: B1=3.37,B2=2.02,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"BR1200M",2012,"SH","Borno",12.3421,14.1858,7.41,0,0,0,7.41,4.2,5.19,3,"BR1218M: 12.342, 14.186; BR1228M: 12.342, 14.186","BR1218M: B1=2.21,B2=2.98,G1=0,G2=0; BR1228M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KB910M",2012,"SS","Kebbi",12.3562,4.4388,7.12,8.48,4.46,2.07,22.13,16.74,21.52,3,"KB920M: 12.356, 4.439; KB922M: 12.356, 4.439","KB920M: B1=4.55,B2=2.02,G1=0,G2=0; KB922M: B1=6.94,B2=9.13,G1=4.17,G2=1.28","","NAFDAC Market Survey Sample 2012"
"KB900M",2012,"SS","Kebbi",12.4318,4.1956,41.89,8.13,32.23,1.9,84.15,41.0866666666667,19.64,3,"KB902M: 12.432, 4.196; KB903M: 12.432, 4.196","KB902M: B1=4.83,B2=3.29,G1=4.49,G2=7.03; KB903M: B1=9.61,B2=5.31,G1=3.8,G2=0.75","","NAFDAC Market Survey Sample 2012"
"KN653",2012,"SS","Kano",12.4382,8.6161,1.97,3.62,1.11,1.66,24.21,12.835,11.105,4,"KN654: 12.438, 8.616; KN655: 12.438, 8.616; KN656: 12.438, 8.616","KN654: B1=2.84,B2=2.08,G1=0,G2=0; KN655: B1=19.24,B2=1.52,G1=3.45,G2=0; KN656: B1=9.52,B2=1.34,G1=1.72,G2=1.27","","Large Scale Testing 2012"
"BR1204M",2012,"SH","Borno",12.4955,12.7796,0,0,0,0,55.45,24.5833333333333,18.3,3,"BR1214M: 12.496, 12.78; BR1222M: 12.496, 12.78","BR1214M: B1=10.55,B2=10.89,G1=29.79,G2=4.22; BR1222M: B1=8.11,B2=2.82,G1=7.37,G2=0","","NAFDAC Market Survey Sample 2012"
"KB916M",2012,"SS","Kebbi",12.4986,4.6425,1.43,6.41,0,0,32.21,17.5433333333333,12.58,3,"KB930M: 12.499, 4.642; KB933M: 12.499, 4.642","KB930M: B1=7.35,B2=1.61,G1=2.96,G2=0.66; KB933M: B1=3.17,B2=6.16,G1=22.16,G2=0.72","","NAFDAC Market Survey Sample 2012"
"BR1203M",2012,"SH","Borno",12.6729,13.616,0,0,0,0,12.15,5.04666666666667,2.99,3,"BR1226M: 12.673, 13.616; BR1239M: 12.673, 13.616","BR1226M: B1=6.96,B2=1.26,G1=3.93,G2=0; BR1239M: B1=2.99,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KB908M",2012,"SS","Kebbi",12.6857,4.0815,10.95,16.63,0,0,66.29,37.9566666666667,27.58,3,"KB909M: 12.686, 4.082; KB927M: 12.686, 4.082","KB909M: B1=37.15,B2=14.69,G1=11.17,G2=3.28; KB927M: B1=7.32,B2=3.22,G1=7.22,G2=2.24","","NAFDAC Market Survey Sample 2012"
"KT721M",2012,"SS","Katsina",12.7578,7.2491,0,0,0,0,38.66,20.4533333333333,22.7,3,"KT733M: 12.758, 7.249; KT749M: 12.758, 7.249","KT733M: B1=13.84,B2=8.86,G1=0,G2=0; KT749M: B1=34.41,B2=4.25,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KT738M",2012,"SS","Katsina",12.8505,7.7064,13.42,3.16,0,0,169.07,78.74,50.57,3,"KT740M: 12.85, 7.706; KT745M: 12.85, 7.706","KT740M: B1=12.33,B2=1.35,G1=36.89,G2=0; KT745M: B1=104.71,B2=8.63,G1=55.73,G2=0","","NAFDAC Market Survey Sample 2012"
"KT729M",2012,"SS","Katsina",12.8375,8.7457,3.2,6.88,0,0,27.54,12.54,10.08,3,"KT736M: 12.838, 8.746; KT759M: 12.838, 8.746","KT736M: B1=0,B2=0,G1=0,G2=0; KT759M: B1=6.11,B2=5.73,G1=15.7,G2=0","","NAFDAC Market Survey Sample 2012"
"BR1213M",2012,"SH","Borno",12.923,13.5639,41.62,0,2.8,0.86,45.28,29.6933333333333,43.8,3,"BR1215M: 12.923, 13.564; BR1233M: 12.923, 13.564","BR1215M: B1=1.57,B2=18.56,G1=22.99,G2=0.68; BR1233M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KB905M",2012,"SS","Kebbi",12.8932,4.5999,8.22,2.88,2.45,0,25.18,18.2833333333333,16.12,3,"KB935M: 12.893, 4.6; KB938M: 12.893, 4.6","KB935M: B1=11.26,B2=9.21,G1=2.89,G2=1.82; KB938M: B1=3.66,B2=8.86,G1=1.98,G2=1.62","","NAFDAC Market Survey Sample 2012"
"KT744M",2012,"SS","Katsina",12.9049,7.6033,9,4.4,0,0,48.01,26.0566666666667,16.76,3,"KT746M: 12.905, 7.603; KT750M: 12.905, 7.603","KT746M: B1=16.76,B2=0,G1=0,G2=0; KT750M: B1=5.77,B2=0,G1=13.58,G2=28.66","","NAFDAC Market Survey Sample 2012"
"KT722M",2012,"SS","Katsina",12.9816,7.6223,7.11,3.52,14.53,9.23,214.42,82.9366666666667,34.39,3,"KT734M: 12.982, 7.622; KT747M: 12.982, 7.622","KT734M: B1=184.3,B2=1.8,G1=16.87,G2=11.45; KT747M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KT725M",2012,"SS","Katsina",13.0315,8.3225,23.97,5.66,19.1,16.1,64.83,28.2,19.77,3,"KT737M: 13.031, 8.322; KT748M: 13.031, 8.322","KT737M: B1=8.27,B2=1.69,G1=9.81,G2=0; KT748M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KT718M",2012,"SS","Katsina",12.9617,8.3609,0,0,0,0,15.19,3.7975,0,4,"KT719M: 12.962, 8.361; KT727M: 12.962, 8.361; KT728M: 12.962, 8.361","KT719M: B1=10.51,B2=4.68,G1=0,G2=0; KT727M: B1=0,B2=0,G1=0,G2=0; KT728M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KT723M",2012,"SS","Katsina",13.1027,7.2147,0,0,0,0,19.91,11.0666666666667,13.29,3,"KT730M: 13.103, 7.215; KT752M: 13.103, 7.215","KT730M: B1=6.81,B2=6.48,G1=0,G2=0; KT752M: B1=9.62,B2=10.29,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KT720M",2012,"SS","Katsina",13.0959,8.0029,25.67,10.56,0,0,36.23,20.1266666666667,15.66,3,"KT726M: 13.096, 8.003; KT735M: 13.096, 8.003","KT726M: B1=6.67,B2=8.99,G1=0,G2=0; KT735M: B1=3.5,B2=4.99,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"BR1206M",2012,"SH","Borno",13.133,12.7135,2.87,7.32,26.2,1.35,37.74,14.2366666666667,4.97,3,"BR1220M: 13.133, 12.714; BR1225M: 13.133, 12.714","BR1220M: B1=0,B2=0,G1=0,G2=0; BR1225M: B1=1.54,B2=3.43,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"KT724M",2012,"SH","Katsina",13.1468,8.2261,0,0,0,0,16.52,8.42,8.74,3,"KT742M: 13.147, 8.226; KT755M: 13.147, 8.226","KT742M: B1=5.21,B2=0,G1=11.31,G2=0; KT755M: B1=2.33,B2=0,G1=6.41,G2=0","","NAFDAC Market Survey Sample 2012"
"RV12M",2012,"HF","Bayelsa",4.6138,6.6638,8.79,0,0.71,1.33,10.83,8.47333333333333,10.57,3,"RV38M: 4.614, 6.664; RV41M: 4.614, 6.664","RV38M: B1=2.32,B2=1.7,G1=0,G2=0; RV41M: B1=2.48,B2=3.53,G1=2.98,G2=1.58","","NAFDAC Market Survey Sample 2012"
"RV04M",2012,"HF","Rivers",4.6692,7.2869,2.08,0.46,0,0,2.54,0.846666666666667,0,3,"RV32M: 4.669, 7.287; RVO3M: 4.669, 7.287","RV32M: B1=0,B2=0,G1=0,G2=0; RVO3M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"RV17M",2012,"HF","Rivers",4.6476,7.3949,6.68,2.05,3.15,0.35,12.23,7.86,9.79,3,"RV18M: 4.648, 7.395; RV25M: 4.648, 7.395","RV18M: B1=5.37,B2=0,G1=0.8,G2=3.62; RV25M: B1=1.56,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"RV35M",2012,"HF","Rivers",4.7554,6.7668,1.46,3.2,0,0,4.66,3.01666666666667,4.39,3,"RV37M: 4.755, 6.767; RV43M: 4.755, 6.767","RV37M: B1=0,B2=0,G1=0,G2=0; RV43M: B1=4.39,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"RV02M",2012,"HF","Rivers",4.7456,6.8458,1.73,2.11,8.72,0,22.08,14.0166666666667,12.56,3,"RV21M: 4.746, 6.846; RV44M: 4.746, 6.846","RV21M: B1=7.24,B2=0,G1=1.44,G2=13.4; RV44M: B1=4.12,B2=3.29,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"RV22M",2012,"HF","Rivers",4.7518,7.2437,8.63,0,2.73,0.5,33.54,15.7166666666667,11.86,3,"RV30M: 4.752, 7.244; RV33M: 4.752, 7.244","RV30M: B1=1.75,B2=0,G1=0,G2=0; RV33M: B1=11.17,B2=17.28,G1=3.22,G2=1.87","","NAFDAC Market Survey Sample 2012"
"RV05M",2012,"HF","Rivers",4.8472,6.9746,0,0,0,0,8.18,3.27666666666667,1.65,3,"RV09M: 4.847, 6.975; RV20M: 4.847, 6.975","RV09M: B1=1.65,B2=0,G1=0,G2=0; RV20M: B1=4.9,B2=1.4,G1=0.69,G2=1.19","","NAFDAC Market Survey Sample 2012"
"RV29M",2012,"HF","Rivers",4.7939,7.1575,5.86,0.89,1.14,2.86,10.75,3.58333333333333,0,3,"RV36M: 4.794, 7.157; RV39M: 4.794, 7.157","RV36M: B1=0,B2=0,G1=0,G2=0; RV39M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"RV27M",2012,"HF","Rivers",4.8851,6.8612,3.76,0,0,0,10.18,4.64666666666667,3.76,3,"RV28M: 4.885, 6.861; RV40M: 4.885, 6.861","RV28M: B1=3.24,B2=6.94,G1=0,G2=0; RV40M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"RV16M",2012,"HF","Rivers",4.8776,7.0283,2.83,0,0,0,12.69,7.78333333333333,7.83,3,"RV34M: 4.878, 7.028; RV45M: 4.878, 7.028","RV34M: B1=5.76,B2=1.51,G1=4.21,G2=1.21; RV45M: B1=3.52,B2=2.9,G1=1.41,G2=0","","NAFDAC Market Survey Sample 2012"
"RV06M",2012,"HF","Rivers",4.8812,7.1326,0,0,0,0,3.58,2.22666666666667,3.1,3,"RV07M: 4.881, 7.133; RV19M: 4.881, 7.133","RV07M: B1=3.1,B2=0,G1=0,G2=0; RV19M: B1=3.58,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"RV10M",2012,"HF","Rivers",5.0468,6.6424,2.83,0,0,0,5.07,3.28,2.83,3,"RV11M: 5.047, 6.642; RV26M: 5.047, 6.642","RV11M: B1=1.94,B2=0,G1=0,G2=0; RV26M: B1=5.07,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"RV08M",2012,"HF","Rivers",5.0632,7.0498,3.47,0,10.15,0.58,15.44,10.5266666666667,14.2,3,"RV14M: 5.063, 7.05; RV42M: 5.063, 7.05","RV14M: B1=1.94,B2=0,G1=0,G2=0; RV42M: B1=3.03,B2=2.95,G1=8.27,G2=1.19","","NAFDAC Market Survey Sample 2012"
"RV15M",2012,"HF","Rivers",5.1478,6.878,1.14,3.24,0,0,15.58,7.94,4.38,3,"RV23M: 5.148, 6.878; RV24M: 5.148, 6.878","RV23M: B1=3.54,B2=0,G1=7.66,G2=4.38; RV24M: B1=3.86,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"DT1563M",2012,"HF","Delta",5.4043,6.1951,0,0,0,0,2.75,0.916666666666667,0,3,"DT1588M: 5.404, 6.195; DT1598M: 5.404, 6.195","DT1588M: B1=0.9,B2=1.85,G1=0,G2=0; DT1598M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"RV01M",2012,"HF","Rivers",5.3998,6.6211,2.39,1.78,0,0,5.64,3.27,4.17,3,"RV13M: 5.4, 6.621; RV31M: 5.4, 6.621","RV13M: B1=5.64,B2=0,G1=0,G2=0; RV31M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"IM362M",2012,"HF","Imo",5.4166,6.9853,9.06,0,4.38,1.41,14.85,13.26,14.53,3,"IM372M: 5.417, 6.985; IM378M: 5.417, 6.985","IM372M: B1=10.4,B2=0,G1=0,G2=0; IM378M: B1=2.67,B2=9.75,G1=2.11,G2=0","","NAFDAC Market Survey Sample 2012"
"DT1570M",2012,"HF","Delta",5.4704,5.8354,6.98,0,0,0,8.29,5.66666666666667,6.98,3,"DT1571M: 5.47, 5.835; DT1581M: 5.47, 5.835","DT1571M: B1=1.73,B2=0,G1=0,G2=0; DT1581M: B1=6.01,B2=0,G1=1.56,G2=0.72","","NAFDAC Market Survey Sample 2012"
"IM373M",2012,"HF","Imo",5.4682,7.0176,0,0,0,0,20.22,8.91333333333333,6.52,3,"IM383M: 5.468, 7.018; IM393M: 5.468, 7.018","IM383M: B1=4.13,B2=0,G1=2.39,G2=0; IM393M: B1=8.21,B2=7.44,G1=4.57,G2=0","","NAFDAC Market Survey Sample 2012"
"IM389M",2012,"HF","Imo",5.4567,7.1144,2.03,12.88,7.27,0.62,22.8,15.58,13.78,3,"IM394M: 5.457, 7.114; IM397M: 5.457, 7.114","IM394M: B1=9.93,B2=3.85,G1=0,G2=0; IM397M: B1=8.51,B2=1.65,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"DT1565M",2012,"HF","Delta",5.5787,5.4359,0,0,0,0,13.84,7.1,7.46,3,"DT1572M: 5.579, 5.436; DT1593M: 5.579, 5.436","DT1572M: B1=8.69,B2=3.12,G1=1.5,G2=0.53; DT1593M: B1=2.24,B2=2.17,G1=2.31,G2=0.74","","NAFDAC Market Survey Sample 2012"
"DT1558M",2012,"HF","Delta",5.565,5.7827,16.01,0.78,0,0,18.64,14.0166666666667,16.79,3,"DT1562M: 5.565, 5.783; DT1584M: 5.565, 5.783","DT1562M: B1=15.77,B2=2.87,G1=0,G2=0; DT1584M: B1=6.62,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"IM401M",2012,"HF","Imo",5.5828,7.0283,1.57,2.15,1.81,0.95,9.23,7.04333333333333,6.48,3,"IM402M: 5.583, 7.028; IM405M: 5.583, 7.028","IM402M: B1=3.68,B2=0,G1=1.09,G2=4.46; IM405M: B1=5.42,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"IM366M",2012,"HF","Imo",5.5812,7.1575,9.35,6.64,6.33,8.93,31.25,13.3433333333333,8.78,3,"IM367M: 5.581, 7.157; IM374M: 5.581, 7.157","IM367M: B1=4.01,B2=4.77,G1=0,G2=0; IM374M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"DT1569M",2012,"HF","Delta",5.6609,5.6037,1.83,1.12,1.89,0,23.24,12.0133333333333,7.96,3,"DT1590M: 5.661, 5.604; DT1600M: 5.661, 5.604","DT1590M: B1=7.96,B2=0,G1=0,G2=0; DT1600M: B1=20.55,B2=2.69,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"DT1559M",2012,"HF","Delta",5.6558,6.1103,0,0,0,0,0,0,0,3,"DT1582M: 5.656, 6.11; DT1601M: 5.656, 6.11","DT1582M: B1=0,B2=0,G1=0,G2=0; DT1601M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"DT1568M",2012,"HF","Delta",5.5919,6.2164,1.1,0.65,0,0,1.75,1.75,1.75,1,NA,NA,"","NAFDAC Market Survey Sample 2012"
"IM368M",2012,"HF","Imo",5.6673,6.9424,36.6,30.9,0,0,67.5,31.4866666666667,21.47,3,"IM369M: 5.667, 6.942; IM382M: 5.667, 6.942","IM369M: B1=13.11,B2=4.49,G1=3.87,G2=0; IM382M: B1=5.49,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"IM384M",2012,"HF","Imo",5.6655,7.3058,7.77,0,0,0,16.53,11.325,10.99,6,"IM385M: 5.665, 7.306; IM386M: 5.665, 7.306; IM395M: 5.615, 7.346; IM398M: 5.615, 7.346; IM403M: 5.615, 7.346","IM385M: B1=7.27,B2=0,G1=8.17,G2=1.09; IM386M: B1=2.87,B2=2.36,G1=0,G2=0; IM395M: B1=4.07,B2=3.17,G1=2.71,G2=2.03; IM398M: B1=0.69,B2=2.83,G1=5.62,G2=0.86; IM403M: B1=6.31,B2=5.64,G1=3.18,G2=1.31","","NAFDAC Market Survey Sample 2012"
"DT1575M",2012,"HF","Delta",5.7368,6.3652,1.07,0,0,0,8.6,3.22333333333333,1.07,3,"DT1589M: 5.737, 6.365; DT1599M: 5.737, 6.365","DT1589M: B1=1.66,B2=0,G1=6.94,G2=0; DT1599M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"IM361M",2012,"HF","Imo",5.7213,6.8281,2.91,0,0,0,50.98,27.6133333333333,28.95,3,"IM363M: 5.721, 6.828; IM365M: 5.721, 6.828","IM363M: B1=33.07,B2=13.51,G1=4.4,G2=0; IM365M: B1=7.11,B2=0,G1=21.84,G2=0","","NAFDAC Market Survey Sample 2012"
"IM364M",2012,"HF","Imo",5.7409,6.9102,2.71,0,7.88,0,32.13,18.8866666666667,13.94,3,"IM380M: 5.741, 6.91; IM387M: 5.741, 6.91","IM380M: B1=8.17,B2=3.91,G1=1.86,G2=0; IM387M: B1=12.49,B2=17.83,G1=0.53,G2=1.28","","NAFDAC Market Survey Sample 2012"
"IM399M",2012,"HF","Imo",5.6981,6.9961,2.37,1.46,6.32,1.77,11.92,9.90333333333333,11.44,3,"IM400M: 5.698, 6.996; IM404M: 5.698, 6.996","IM400M: B1=2.51,B2=0,G1=3.05,G2=5.88; IM404M: B1=6.35,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"IM370M",2012,"HF","Imo",5.7084,7.1783,2.94,29.63,16.81,11.2,60.58,25.8966666666667,14.82,3,"IM371M: 5.708, 7.178; IM375M: 5.708, 7.178","IM371M: B1=8.89,B2=0,G1=3.13,G2=2.8; IM375M: B1=2.29,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"IM390M",2012,"HF","Imo",5.7788,7.2329,6.74,1.62,0.95,2.22,22.27,15.2033333333333,11.81,3,"IM391M: 5.779, 7.233; IM396M: 5.779, 7.233","IM391M: B1=4.93,B2=0,G1=2.37,G2=14.97; IM396M: B1=2.84,B2=5.52,G1=3.01,G2=0.44","","NAFDAC Market Survey Sample 2012"
"IM379M",2012,"HF","Abia",5.831,7.3942,2.54,15.31,0,0,17.85,11.41,15.35,3,"IM388M: 5.831, 7.394; IM392M: 5.831, 7.394","IM388M: B1=1.03,B2=0,G1=0,G2=0; IM392M: B1=4.08,B2=7,G1=3.12,G2=1.15","","NAFDAC Market Survey Sample 2012"
"DT1564M",2012,"HF","Delta",5.8751,5.6931,0,0,0,0,6.93,2.31,0,3,"DT1567M: 5.875, 5.693; DT1577M: 5.875, 5.693","DT1567M: B1=0,B2=0,G1=0,G2=0; DT1577M: B1=0.86,B2=0,G1=4.17,G2=1.9","","NAFDAC Market Survey Sample 2012"
"AN1290M",2012,"HF","Anambra",5.8516,6.8512,0,0,0,0,0,0,0,3,"AN1305M: 5.852, 6.851; AN1313M: 5.852, 6.851","AN1305M: B1=0,B2=0,G1=0,G2=0; AN1313M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"IM376M",2012,"HF","Imo",5.8358,7.0196,3.26,3.21,3.32,0,26.77,12.1866666666667,9.79,3,"IM377M: 5.836, 7.02; IM381M: 5.836, 7.02","IM377M: B1=17.09,B2=9.68,G1=0,G2=0; IM381M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"DT1560M",2012,"HF","Delta",5.9593,5.1432,0,0,0,0,7.29,2.43,0,3,"DT1573M: 5.959, 5.143; DT1574M: 5.959, 5.143","DT1573M: B1=5.53,B2=1.76,G1=0,G2=0; DT1574M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"DT1566M",2012,"HF","Delta",5.9323,5.751,0,0,0,0,13.41,4.90666666666667,1.31,3,"DT1596M: 5.932, 5.751; DT1597M: 5.932, 5.751","DT1596M: B1=11.93,B2=1.48,G1=0,G2=0; DT1597M: B1=1.31,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"AN1294M",2012,"HF","Anambra",5.9213,6.728,0,0,0,0,0,0,0,1,NA,NA,"","NAFDAC Market Survey Sample 2012"
"AN1354M",2012,"HF","Anambra",5.9566,6.8512,20.68,1.39,5.21,1.01,28.29,17.6633333333333,17.17,3,"AN1356M: 5.957, 6.851; AN1361M: 5.957, 6.851","AN1356M: B1=3.97,B2=4.6,G1=4.52,G2=4.08; AN1361M: B1=2.32,B2=3.43,G1=1.78,G2=0","","NAFDAC Market Survey Sample 2012"
"DT1557M",2012,"HF","Delta",6.0698,6.6211,47.53,1.41,0,0,48.94,19.5366666666667,5.88,3,"DT1576M: 6.07, 6.621; DT1591M: 6.07, 6.621","DT1576M: B1=4.75,B2=1.13,G1=0,G2=0; DT1591M: B1=1.24,B2=0,G1=1.78,G2=0.77","","NAFDAC Market Survey Sample 2012"
"AN1293M",2012,"HF","Anambra",6.0137,6.9102,5.83,1.11,0,0,6.94,6.94,6.94,1,NA,NA,"","NAFDAC Market Survey Sample 2012"
"AN1307M",2012,"HF","Anambra",6.0086,7.1009,0,0,0,0,3.02,1.00666666666667,0,3,"AN1310M: 6.009, 7.101; AN1311M: 6.009, 7.101","AN1310M: B1=1.87,B2=1.15,G1=0,G2=0; AN1311M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"EN1382M",2012,"HF","Enugu",6.0362,7.5897,0,0,0,0,4.26,1.42,0,3,"EN1397M: 6.036, 7.59; EN1401M: 6.036, 7.59","EN1397M: B1=2.48,B2=1.78,G1=0,G2=0; EN1401M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"ED1495M",2012,"HF","Edo",6.1194,5.9833,0,0,0,0,6.64,2.21333333333333,0,3,"ED1509M: 6.119, 5.983; ED1511M: 6.119, 5.983","ED1509M: B1=3.86,B2=2.78,G1=0,G2=0; ED1511M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"AN1350M",2012,"HF","Anambra",6.1364,6.7762,0,0,0,0,21.09,7.03,0,3,"AN1353M: 6.136, 6.776; AN1359M: 6.136, 6.776","AN1353M: B1=16.59,B2=4.5,G1=0,G2=0; AN1359M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"AN1299M",2012,"HF","Anambra",6.1237,6.9478,12.95,0,18.87,1.19,33.01,15.9875,15.47,4,"AN1308M: 6.124, 6.948; AN1312M: 6.124, 6.948; AN1314M: 6.124, 6.948","AN1308M: B1=3.7,B2=2.2,G1=0,G2=0; AN1312M: B1=1.52,B2=0,G1=20.78,G2=2.74; AN1314M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"AN1300M",2012,"HF","Anambra",6.0964,7.0176,0,0,0,0,17.98,5.99333333333333,0,3,"AN1304M: 6.096, 7.018; AN1316M: 6.096, 7.018","AN1304M: B1=0,B2=0,G1=0,G2=0; AN1316M: B1=9.02,B2=7.14,G1=1.82,G2=0","","NAFDAC Market Survey Sample 2012"
"EN1384M",2012,"HF","Enugu",6.0779,7.4699,11.21,1.17,0,0,12.38,4.12666666666667,0,3,"EN1407M: 6.078, 7.47; EN1414M: 6.078, 7.47","EN1407M: B1=0,B2=0,G1=0,G2=0; EN1414M: B1=0,B2=0,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
"ED1474M",2012,"HF","Edo",6.2298,5.5407,0,0,0,0,8.5,4.69666666666667,5.59,3,"ED1482M: 6.23, 5.541; ED1496M: 6.23, 5.541","ED1482M: B1=1.23,B2=1.17,G1=2.68,G2=0.51; ED1496M: B1=3.35,B2=1.64,G1=2.71,G2=0.8","","NAFDAC Market Survey Sample 2012"
"ED1479M",2012,"HF","Edo",6.1649,5.6879,3.43,0,2.23,0,28.8,12.16,5.66,3,"ED1501M: 6.165, 5.688; ED1507M: 6.165, 5.688","ED1501M: B1=10.5,B2=10.37,G1=7.93,G2=0; ED1507M: B1=0.75,B2=1.27,G1=0,G2=0","","NAFDAC Market Survey Sample 2012"
